Point,Corner,Vin,mc_iteration,temperature,Pass/Fail,Delay
962,C1,750e-3,52,150,,6.232e-9
963,C0,750e-3,53,-40,,5.884e-9
963,C1,750e-3,53,150,,5.901e-9
964,C0,750e-3,54,-40,,5.545e-9
964,C1,750e-3,54,150,,5.609e-9
965,C0,750e-3,55,-40,,5.992e-9
965,C1,750e-3,55,150,,6.082e-9
966,C0,750e-3,56,-40,,5.812e-9
966,C1,750e-3,56,150,,5.889e-9
967,C0,750e-3,57,-40,,6.092e-9
967,C1,750e-3,57,150,,6.198e-9
968,C0,750e-3,58,-40,,5.992e-9
968,C1,750e-3,58,150,,6.043e-9
969,C0,750e-3,59,-40,,6.377e-9
969,C1,750e-3,59,150,,6.452e-9
970,C0,750e-3,60,-40,,5.693e-9
970,C1,750e-3,60,150,,5.766e-9
971,C0,750e-3,61,-40,,6.024e-9
971,C1,750e-3,61,150,,6.116e-9
972,C0,750e-3,62,-40,,5.893e-9
972,C1,750e-3,62,150,,5.971e-9
973,C0,750e-3,63,-40,,6.213e-9
973,C1,750e-3,63,150,,6.236e-9
974,C0,750e-3,64,-40,,5.804e-9
974,C1,750e-3,64,150,,5.916e-9
975,C0,750e-3,65,-40,,6.134e-9
975,C1,750e-3,65,150,,6.201e-9
976,C0,750e-3,66,-40,,5.963e-9
976,C1,750e-3,66,150,,6.057e-9
977,C0,750e-3,67,-40,,6.491e-9
977,C1,750e-3,67,150,,6.535e-9
978,C0,750e-3,68,-40,,5.694e-9
978,C1,750e-3,68,150,,5.8e-9
979,C0,750e-3,69,-40,,6.065e-9
979,C1,750e-3,69,150,,6.126e-9
980,C0,750e-3,70,-40,,5.915e-9
980,C1,750e-3,70,150,,5.954e-9
981,C0,780e-3,1,-40,,7.162e-9
981,C1,780e-3,1,150,,7.191e-9
982,C0,780e-3,2,-40,,6.442e-9
982,C1,780e-3,2,150,,6.495e-9
983,C0,780e-3,3,-40,,6.941e-9
983,C1,780e-3,3,150,,7.019e-9
984,C0,780e-3,4,-40,,6.87e-9
984,C1,780e-3,4,150,,6.907e-9
985,C0,780e-3,5,-40,,7.284e-9
985,C1,780e-3,5,150,,7.349e-9
986,C0,780e-3,6,-40,,6.641e-9
986,C1,780e-3,6,150,,6.699e-9
987,C0,780e-3,7,-40,,7.06e-9
987,C1,780e-3,7,150,,7.066e-9
988,C0,780e-3,8,-40,,7.464e-9
988,C1,780e-3,8,150,,7.477e-9
989,C0,780e-3,9,-40,,6.899e-9
989,C1,780e-3,9,150,,6.967e-9
990,C0,780e-3,10,-40,,7.104e-9
990,C1,780e-3,10,150,,7.149e-9
991,C0,780e-3,11,-40,,6.689e-9
991,C1,780e-3,11,150,,6.781e-9
992,C0,780e-3,12,-40,,7.197e-9
992,C1,780e-3,12,150,,7.25e-9
993,C0,780e-3,13,-40,,6.845e-9
993,C1,780e-3,13,150,,6.876e-9
994,C0,780e-3,14,-40,,6.992e-9
994,C1,780e-3,14,150,,7.032e-9
995,C0,780e-3,15,-40,,6.568e-9
995,C1,780e-3,15,150,,6.65e-9
996,C0,780e-3,16,-40,,6.704e-9
996,C1,780e-3,16,150,,6.745e-9
997,C0,780e-3,17,-40,,7.062e-9
997,C1,780e-3,17,150,,7.117e-9
998,C0,780e-3,18,-40,,6.856e-9
998,C1,780e-3,18,150,,6.929e-9
999,C0,780e-3,19,-40,,7.36e-9
999,C1,780e-3,19,150,,7.402e-9
1e3,C0,780e-3,20,-40,,6.501e-9
1e3,C1,780e-3,20,150,,6.574e-9
1.001e3,C0,780e-3,21,-40,,6.98e-9
1.001e3,C1,780e-3,21,150,,7.021e-9
1.002e3,C0,780e-3,22,-40,,6.771e-9
1.002e3,C1,780e-3,22,150,,6.899e-9
1.003e3,C0,780e-3,23,-40,,7.174e-9
1.003e3,C1,780e-3,23,150,,7.22e-9
1.004e3,C0,780e-3,24,-40,,7.027e-9
1.004e3,C1,780e-3,24,150,,7.089e-9
1.005e3,C0,780e-3,25,-40,,6.631e-9
1.005e3,C1,780e-3,25,150,,6.666e-9
1.006e3,C0,780e-3,26,-40,,7.221e-9
1.006e3,C1,780e-3,26,150,,7.316e-9
1.007e3,C0,780e-3,27,-40,,6.841e-9
1.007e3,C1,780e-3,27,150,,6.893e-9
1.008e3,C0,780e-3,28,-40,,7.142e-9
1.008e3,C1,780e-3,28,150,,7.16e-9
1.009e3,C0,780e-3,29,-40,,6.747e-9
1.009e3,C1,780e-3,29,150,,6.806e-9
1.01e3,C0,780e-3,30,-40,,6.225e-9
1.01e3,C1,780e-3,30,150,,6.307e-9
1.011e3,C0,780e-3,31,-40,,6.944e-9
1.011e3,C1,780e-3,31,150,,6.985e-9
1.012e3,C0,780e-3,32,-40,,7.548e-9
1.012e3,C1,780e-3,32,150,,7.615e-9
1.013e3,C0,780e-3,33,-40,,6.945e-9
1.013e3,C1,780e-3,33,150,,6.988e-9
1.014e3,C0,780e-3,34,-40,,7.134e-9
1.014e3,C1,780e-3,34,150,,7.156e-9
1.015e3,C0,780e-3,35,-40,,6.719e-9
1.015e3,C1,780e-3,35,150,,6.785e-9
1.016e3,C0,780e-3,36,-40,,7.205e-9
1.016e3,C1,780e-3,36,150,,7.296e-9
1.017e3,C0,780e-3,37,-40,,6.815e-9
1.017e3,C1,780e-3,37,150,,6.861e-9
1.018e3,C0,780e-3,38,-40,,6.993e-9
1.018e3,C1,780e-3,38,150,,7.056e-9
1.019e3,C0,780e-3,39,-40,,6.601e-9
1.019e3,C1,780e-3,39,150,,6.646e-9
1.02e3,C0,780e-3,40,-40,,6.769e-9
1.02e3,C1,780e-3,40,150,,6.856e-9
1.021e3,C0,780e-3,41,-40,,7.148e-9
1.021e3,C1,780e-3,41,150,,7.2e-9
1.022e3,C0,780e-3,42,-40,,6.478e-9
1.022e3,C1,780e-3,42,150,,6.54e-9
1.023e3,C0,780e-3,43,-40,,6.961e-9
1.023e3,C1,780e-3,43,150,,6.986e-9
1.024e3,C0,780e-3,44,-40,,6.858e-9
1.024e3,C1,780e-3,44,150,,6.934e-9
1.025e3,C0,780e-3,45,-40,,7.345e-9
1.025e3,C1,780e-3,45,150,,7.378e-9
1.026e3,C0,780e-3,46,-40,,6.714e-9
1.026e3,C1,780e-3,46,150,,6.732e-9
1.027e3,C0,780e-3,47,-40,,7.037e-9
1.027e3,C1,780e-3,47,150,,7.081e-9
1.028e3,C0,780e-3,48,-40,,7.034e-9
1.028e3,C1,780e-3,48,150,,7.082e-9
1.029e3,C0,780e-3,49,-40,,6.62e-9
1.029e3,C1,780e-3,49,150,,6.708e-9
1.03e3,C0,780e-3,50,-40,,7.259e-9
1.03e3,C1,780e-3,50,150,,7.315e-9
1.031e3,C0,780e-3,51,-40,,6.881e-9
1.031e3,C1,780e-3,51,150,,6.911e-9
1.032e3,C0,780e-3,52,-40,,7.126e-9
1.032e3,C1,780e-3,52,150,,7.179e-9
1.033e3,C0,780e-3,53,-40,,6.798e-9
1.033e3,C1,780e-3,53,150,,6.781e-9
1.034e3,C0,780e-3,54,-40,,6.381e-9
1.034e3,C1,780e-3,54,150,,6.428e-9
1.035e3,C0,780e-3,55,-40,,6.927e-9
1.035e3,C1,780e-3,55,150,,6.991e-9
1.036e3,C0,780e-3,56,-40,,6.708e-9
1.036e3,C1,780e-3,56,150,,6.766e-9
1.037e3,C0,780e-3,57,-40,,7.053e-9
1.037e3,C1,780e-3,57,150,,7.131e-9
1.038e3,C0,780e-3,58,-40,,6.914e-9
1.038e3,C1,780e-3,58,150,,6.95e-9
1.039e3,C0,780e-3,59,-40,,7.387e-9
1.039e3,C1,780e-3,59,150,,7.439e-9
1.04e3,C0,780e-3,60,-40,,6.56e-9
1.04e3,C1,780e-3,60,150,,6.616e-9
1.041e3,C0,780e-3,61,-40,,6.969e-9
1.041e3,C1,780e-3,61,150,,7.033e-9
1.042e3,C0,780e-3,62,-40,,6.804e-9
1.042e3,C1,780e-3,62,150,,6.865e-9
1.043e3,C0,780e-3,63,-40,,7.196e-9
1.043e3,C1,780e-3,63,150,,7.185e-9
1.044e3,C0,780e-3,64,-40,,6.697e-9
1.044e3,C1,780e-3,64,150,,6.796e-9
1.045e3,C0,780e-3,65,-40,,7.092e-9
1.045e3,C1,780e-3,65,150,,7.142e-9
1.046e3,C0,780e-3,66,-40,,6.894e-9
1.046e3,C1,780e-3,66,150,,6.969e-9
1.047e3,C0,780e-3,67,-40,,7.515e-9
1.047e3,C1,780e-3,67,150,,7.543e-9
1.048e3,C0,780e-3,68,-40,,6.57e-9
1.048e3,C1,780e-3,68,150,,6.661e-9
1.049e3,C0,780e-3,69,-40,,7.005e-9
1.049e3,C1,780e-3,69,150,,7.054e-9
1.05e3,C0,780e-3,70,-40,,6.825e-9
1.05e3,C1,780e-3,70,150,,6.838e-9
1.051e3,C0,810e-3,1,-40,,8.136e-9
1.051e3,C1,810e-3,1,150,,8.145e-9
1.052e3,C0,810e-3,2,-40,,7.295e-9
1.052e3,C1,810e-3,2,150,,7.328e-9
1.053e3,C0,810e-3,3,-40,,7.877e-9
1.053e3,C1,810e-3,3,150,,7.944e-9
1.054e3,C0,810e-3,4,-40,,7.795e-9
1.054e3,C1,810e-3,4,150,,7.809e-9
1.055e3,C0,810e-3,5,-40,,8.282e-9
1.055e3,C1,810e-3,5,150,,8.328e-9
1.056e3,C0,810e-3,6,-40,,7.54e-9
1.056e3,C1,810e-3,6,150,,7.574e-9
1.057e3,C0,810e-3,7,-40,,8.016e-9
1.057e3,C1,810e-3,7,150,,7.999e-9
1.058e3,C0,810e-3,8,-40,,8.493e-9
1.058e3,C1,810e-3,8,150,,8.479e-9
1.059e3,C0,810e-3,9,-40,,7.834e-9
1.059e3,C1,810e-3,9,150,,7.878e-9
1.06e3,C0,810e-3,10,-40,,8.07e-9
1.06e3,C1,810e-3,10,150,,8.099e-9
1.061e3,C0,810e-3,11,-40,,7.589e-9
1.061e3,C1,810e-3,11,150,,7.662e-9
1.062e3,C0,810e-3,12,-40,,8.181e-9
1.062e3,C1,810e-3,12,150,,8.201e-9
1.063e3,C0,810e-3,13,-40,,7.765e-9
1.063e3,C1,810e-3,13,150,,7.784e-9
1.064e3,C0,810e-3,14,-40,,7.94e-9
1.064e3,C1,810e-3,14,150,,7.955e-9
1.065e3,C0,810e-3,15,-40,,7.446e-9
1.065e3,C1,810e-3,15,150,,7.518e-9
1.066e3,C0,810e-3,16,-40,,7.605e-9
1.066e3,C1,810e-3,16,150,,7.622e-9
1.067e3,C0,810e-3,17,-40,,8.024e-9
1.067e3,C1,810e-3,17,150,,8.058e-9
1.068e3,C0,810e-3,18,-40,,7.786e-9
1.068e3,C1,810e-3,18,150,,7.842e-9
1.069e3,C0,810e-3,19,-40,,8.369e-9
1.069e3,C1,810e-3,19,150,,8.389e-9
1.07e3,C0,810e-3,20,-40,,7.365e-9
1.07e3,C1,810e-3,20,150,,7.417e-9
1.071e3,C0,810e-3,21,-40,,7.93e-9
1.071e3,C1,810e-3,21,150,,7.944e-9
1.072e3,C0,810e-3,22,-40,,7.686e-9
1.072e3,C1,810e-3,22,150,,7.792e-9
1.073e3,C0,810e-3,23,-40,,8.158e-9
1.073e3,C1,810e-3,23,150,,8.179e-9
1.074e3,C0,810e-3,24,-40,,7.977e-9
1.074e3,C1,810e-3,24,150,,8.019e-9
1.075e3,C0,810e-3,25,-40,,7.517e-9
1.075e3,C1,810e-3,25,150,,7.532e-9
1.076e3,C0,810e-3,26,-40,,8.211e-9
1.076e3,C1,810e-3,26,150,,8.278e-9
1.077e3,C0,810e-3,27,-40,,7.771e-9
1.077e3,C1,810e-3,27,150,,7.791e-9
1.078e3,C0,810e-3,28,-40,,8.111e-9
1.078e3,C1,810e-3,28,150,,8.106e-9
1.079e3,C0,810e-3,29,-40,,7.651e-9
1.079e3,C1,810e-3,29,150,,7.688e-9
1.08e3,C0,810e-3,30,-40,,7.048e-9
1.08e3,C1,810e-3,30,150,,7.11e-9
1.081e3,C0,810e-3,31,-40,,7.878e-9
1.081e3,C1,810e-3,31,150,,7.902e-9
1.082e3,C0,810e-3,32,-40,,8.591e-9
1.082e3,C1,810e-3,32,150,,8.629e-9
1.083e3,C0,810e-3,33,-40,,7.882e-9
1.083e3,C1,810e-3,33,150,,7.909e-9
1.084e3,C0,810e-3,34,-40,,8.1e-9
1.084e3,C1,810e-3,34,150,,8.099e-9
1.085e3,C0,810e-3,35,-40,,7.622e-9
1.085e3,C1,810e-3,35,150,,7.66e-9
1.086e3,C0,810e-3,36,-40,,8.19e-9
1.086e3,C1,810e-3,36,150,,8.264e-9
1.087e3,C0,810e-3,37,-40,,7.732e-9
1.087e3,C1,810e-3,37,150,,7.761e-9
1.088e3,C0,810e-3,38,-40,,7.941e-9
1.088e3,C1,810e-3,38,150,,7.982e-9
1.089e3,C0,810e-3,39,-40,,7.485e-9
1.089e3,C1,810e-3,39,150,,7.505e-9
1.09e3,C0,810e-3,40,-40,,7.682e-9
1.09e3,C1,810e-3,40,150,,7.749e-9
1.091e3,C0,810e-3,41,-40,,8.126e-9
1.091e3,C1,810e-3,41,150,,8.152e-9
1.092e3,C0,810e-3,42,-40,,7.34e-9
1.092e3,C1,810e-3,42,150,,7.385e-9
1.093e3,C0,810e-3,43,-40,,7.904e-9
1.093e3,C1,810e-3,43,150,,7.91e-9
1.094e3,C0,810e-3,44,-40,,7.786e-9
1.094e3,C1,810e-3,44,150,,7.842e-9
1.095e3,C0,810e-3,45,-40,,8.347e-9
1.095e3,C1,810e-3,45,150,,8.359e-9
1.096e3,C0,810e-3,46,-40,,7.606e-9
1.096e3,C1,810e-3,46,150,,7.603e-9
1.097e3,C0,810e-3,47,-40,,7.995e-9
1.097e3,C1,810e-3,47,150,,8.018e-9
1.098e3,C0,810e-3,48,-40,,7.986e-9
1.098e3,C1,810e-3,48,150,,8.013e-9
1.099e3,C0,810e-3,49,-40,,7.508e-9
1.099e3,C1,810e-3,49,150,,7.575e-9
1.1e3,C0,810e-3,50,-40,,8.254e-9
1.1e3,C1,810e-3,50,150,,8.283e-9
1.101e3,C0,810e-3,51,-40,,7.803e-9
1.101e3,C1,810e-3,51,150,,7.818e-9
1.102e3,C0,810e-3,52,-40,,8.097e-9
1.102e3,C1,810e-3,52,150,,8.126e-9
1.103e3,C0,810e-3,53,-40,,7.698e-9
1.103e3,C1,810e-3,53,150,,7.671e-9
1.104e3,C0,810e-3,54,-40,,7.224e-9
1.104e3,C1,810e-3,54,150,,7.254e-9
1.105e3,C0,810e-3,55,-40,,7.867e-9
1.105e3,C1,810e-3,55,150,,7.913e-9
1.106e3,C0,810e-3,56,-40,,7.606e-9
1.106e3,C1,810e-3,56,150,,7.644e-9
1.107e3,C0,810e-3,57,-40,,8.01e-9
1.107e3,C1,810e-3,57,150,,8.076e-9
1.108e3,C0,810e-3,58,-40,,7.846e-9
1.108e3,C1,810e-3,58,150,,7.856e-9
1.109e3,C0,810e-3,59,-40,,8.403e-9
1.109e3,C1,810e-3,59,150,,8.434e-9
1.11e3,C0,810e-3,60,-40,,7.435e-9
1.11e3,C1,810e-3,60,150,,7.476e-9
1.111e3,C0,810e-3,61,-40,,7.914e-9
1.111e3,C1,810e-3,61,150,,7.962e-9
1.112e3,C0,810e-3,62,-40,,7.728e-9
1.112e3,C1,810e-3,62,150,,7.76e-9
1.113e3,C0,810e-3,63,-40,,8.174e-9
1.113e3,C1,810e-3,63,150,,8.145e-9
1.114e3,C0,810e-3,64,-40,,7.597e-9
1.114e3,C1,810e-3,64,150,,7.676e-9
1.115e3,C0,810e-3,65,-40,,8.057e-9
1.115e3,C1,810e-3,65,150,,8.082e-9
1.116e3,C0,810e-3,66,-40,,7.83e-9
1.116e3,C1,810e-3,66,150,,7.881e-9
1.117e3,C0,810e-3,67,-40,,8.547e-9
1.117e3,C1,810e-3,67,150,,8.552e-9
1.118e3,C0,810e-3,68,-40,,7.452e-9
1.118e3,C1,810e-3,68,150,,7.521e-9
1.119e3,C0,810e-3,69,-40,,7.96e-9
1.119e3,C1,810e-3,69,150,,7.981e-9
1.12e3,C0,810e-3,70,-40,,7.744e-9
1.12e3,C1,810e-3,70,150,,7.737e-9
1.121e3,C0,840e-3,1,-40,,9.122e-9
1.121e3,C1,840e-3,1,150,,9.101e-9
1.122e3,C0,840e-3,2,-40,,8.159e-9
1.122e3,C1,840e-3,2,150,,8.174e-9
1.123e3,C0,840e-3,3,-40,,8.825e-9
1.123e3,C1,840e-3,3,150,,8.872e-9
1.124e3,C0,840e-3,4,-40,,8.729e-9
1.124e3,C1,840e-3,4,150,,8.726e-9
1.125e3,C0,840e-3,5,-40,,9.292e-9
1.125e3,C1,840e-3,5,150,,9.31e-9
1.126e3,C0,840e-3,6,-40,,8.436e-9
1.126e3,C1,840e-3,6,150,,8.455e-9
1.127e3,C0,840e-3,7,-40,,8.975e-9
1.127e3,C1,840e-3,7,150,,8.944e-9
1.128e3,C0,840e-3,8,-40,,9.528e-9
1.128e3,C1,840e-3,8,150,,9.495e-9
1.129e3,C0,840e-3,9,-40,,8.774e-9
1.129e3,C1,840e-3,9,150,,8.8e-9
1.13e3,C0,840e-3,10,-40,,9.039e-9
1.13e3,C1,840e-3,10,150,,9.047e-9
1.131e3,C0,840e-3,11,-40,,8.497e-9
1.131e3,C1,840e-3,11,150,,8.555e-9
1.132e3,C0,840e-3,12,-40,,9.169e-9
1.132e3,C1,840e-3,12,150,,9.176e-9
1.133e3,C0,840e-3,13,-40,,8.697e-9
1.133e3,C1,840e-3,13,150,,8.689e-9
1.134e3,C0,840e-3,14,-40,,8.894e-9
1.134e3,C1,840e-3,14,150,,8.893e-9
1.135e3,C0,840e-3,15,-40,,8.332e-9
1.135e3,C1,840e-3,15,150,,8.384e-9
1.136e3,C0,840e-3,16,-40,,8.51e-9
1.136e3,C1,840e-3,16,150,,8.503e-9
1.137e3,C0,840e-3,17,-40,,8.988e-9
1.137e3,C1,840e-3,17,150,,9.002e-9
1.138e3,C0,840e-3,18,-40,,8.725e-9
1.138e3,C1,840e-3,18,150,,8.764e-9
1.139e3,C0,840e-3,19,-40,,9.394e-9
1.139e3,C1,840e-3,19,150,,9.378e-9
1.14e3,C0,840e-3,20,-40,,8.241e-9
1.14e3,C1,840e-3,20,150,,8.277e-9
1.141e3,C0,840e-3,21,-40,,8.879e-9
1.141e3,C1,840e-3,21,150,,8.869e-9
1.142e3,C0,840e-3,22,-40,,8.61e-9
1.142e3,C1,840e-3,22,150,,8.702e-9
1.143e3,C0,840e-3,23,-40,,9.132e-9
1.143e3,C1,840e-3,23,150,,9.14e-9
1.144e3,C0,840e-3,24,-40,,8.931e-9
1.144e3,C1,840e-3,24,150,,8.96e-9
1.145e3,C0,840e-3,25,-40,,8.412e-9
1.145e3,C1,840e-3,25,150,,8.408e-9
1.146e3,C0,840e-3,26,-40,,9.209e-9
1.146e3,C1,840e-3,26,150,,9.261e-9
1.147e3,C0,840e-3,27,-40,,8.691e-9
1.147e3,C1,840e-3,27,150,,8.702e-9
1.148e3,C0,840e-3,28,-40,,9.087e-9
1.148e3,C1,840e-3,28,150,,9.054e-9
1.149e3,C0,840e-3,29,-40,,8.566e-9
1.149e3,C1,840e-3,29,150,,8.585e-9
1.15e3,C0,840e-3,30,-40,,7.878e-9
1.15e3,C1,840e-3,30,150,,7.925e-9
1.151e3,C0,840e-3,31,-40,,8.824e-9
1.151e3,C1,840e-3,31,150,,8.821e-9
1.152e3,C0,840e-3,32,-40,,9.65e-9
1.152e3,C1,840e-3,32,150,,9.66e-9
1.153e3,C0,840e-3,33,-40,,8.821e-9
1.153e3,C1,840e-3,33,150,,8.822e-9
1.154e3,C0,840e-3,34,-40,,9.071e-9
1.154e3,C1,840e-3,34,150,,9.046e-9
1.155e3,C0,840e-3,35,-40,,8.534e-9
1.155e3,C1,840e-3,35,150,,8.553e-9
1.156e3,C0,840e-3,36,-40,,9.182e-9
1.156e3,C1,840e-3,36,150,,9.236e-9
1.157e3,C0,840e-3,37,-40,,8.659e-9
1.157e3,C1,840e-3,37,150,,8.672e-9
1.158e3,C0,840e-3,38,-40,,8.897e-9
1.158e3,C1,840e-3,38,150,,8.921e-9
1.159e3,C0,840e-3,39,-40,,8.375e-9
1.159e3,C1,840e-3,39,150,,8.373e-9
1.16e3,C0,840e-3,40,-40,,8.601e-9
1.16e3,C1,840e-3,40,150,,8.647e-9
1.161e3,C0,840e-3,41,-40,,9.118e-9
1.161e3,C1,840e-3,41,150,,9.118e-9
1.162e3,C0,840e-3,42,-40,,8.214e-9
1.162e3,C1,840e-3,42,150,,8.239e-9
1.163e3,C0,840e-3,43,-40,,8.858e-9
1.163e3,C1,840e-3,43,150,,8.84e-9
1.164e3,C0,840e-3,44,-40,,8.725e-9
1.164e3,C1,840e-3,44,150,,8.752e-9
1.165e3,C0,840e-3,45,-40,,9.356e-9
1.165e3,C1,840e-3,45,150,,9.359e-9
1.166e3,C0,840e-3,46,-40,,8.509e-9
1.166e3,C1,840e-3,46,150,,8.486e-9
1.167e3,C0,840e-3,47,-40,,8.96e-9
1.167e3,C1,840e-3,47,150,,8.966e-9
1.168e3,C0,840e-3,48,-40,,8.947e-9
1.168e3,C1,840e-3,48,150,,8.955e-9
1.169e3,C0,840e-3,49,-40,,8.405e-9
1.169e3,C1,840e-3,49,150,,8.453e-9
1.17e3,C0,840e-3,50,-40,,9.255e-9
1.17e3,C1,840e-3,50,150,,9.268e-9
1.171e3,C0,840e-3,51,-40,,8.739e-9
1.171e3,C1,840e-3,51,150,,8.725e-9
1.172e3,C0,840e-3,52,-40,,9.082e-9
1.172e3,C1,840e-3,52,150,,9.085e-9
1.173e3,C0,840e-3,53,-40,,8.615e-9
1.173e3,C1,840e-3,53,150,,8.563e-9
1.174e3,C0,840e-3,54,-40,,8.077e-9
1.174e3,C1,840e-3,54,150,,8.089e-9
1.175e3,C0,840e-3,55,-40,,8.812e-9
1.175e3,C1,840e-3,55,150,,8.844e-9
1.176e3,C0,840e-3,56,-40,,8.515e-9
1.176e3,C1,840e-3,56,150,,8.533e-9
1.177e3,C0,840e-3,57,-40,,8.985e-9
1.177e3,C1,840e-3,57,150,,9.028e-9
1.178e3,C0,840e-3,58,-40,,8.783e-9
1.178e3,C1,840e-3,58,150,,8.775e-9
1.179e3,C0,840e-3,59,-40,,9.426e-9
1.179e3,C1,840e-3,59,150,,9.438e-9
1.18e3,C0,840e-3,60,-40,,8.317e-9
1.18e3,C1,840e-3,60,150,,8.336e-9
1.181e3,C0,840e-3,61,-40,,8.868e-9
1.181e3,C1,840e-3,61,150,,8.9e-9
1.182e3,C0,840e-3,62,-40,,8.645e-9
1.182e3,C1,840e-3,62,150,,8.666e-9
1.183e3,C0,840e-3,63,-40,,9.169e-9
1.183e3,C1,840e-3,63,150,,9.108e-9
1.184e3,C0,840e-3,64,-40,,8.511e-9
1.184e3,C1,840e-3,64,150,,8.569e-9
1.185e3,C0,840e-3,65,-40,,9.028e-9
1.185e3,C1,840e-3,65,150,,9.038e-9
1.186e3,C0,840e-3,66,-40,,8.772e-9
1.186e3,C1,840e-3,66,150,,8.808e-9
1.187e3,C0,840e-3,67,-40,,9.595e-9
1.187e3,C1,840e-3,67,150,,9.565e-9
1.188e3,C0,840e-3,68,-40,,8.339e-9
1.188e3,C1,840e-3,68,150,,8.393e-9
1.189e3,C0,840e-3,69,-40,,8.907e-9
1.189e3,C1,840e-3,69,150,,8.91e-9
1.19e3,C0,840e-3,70,-40,,8.673e-9
1.19e3,C1,840e-3,70,150,,8.646e-9
1.191e3,C0,870e-3,1,-40,,10.11e-9
1.191e3,C1,870e-3,1,150,,10.08e-9
1.192e3,C0,870e-3,2,-40,,9.029e-9
1.192e3,C1,870e-3,2,150,,9.029e-9
1.193e3,C0,870e-3,3,-40,,9.78e-9
1.193e3,C1,870e-3,3,150,,9.807e-9
1.194e3,C0,870e-3,4,-40,,9.673e-9
1.194e3,C1,870e-3,4,150,,9.646e-9
1.195e3,C0,870e-3,5,-40,,10.31e-9
1.195e3,C1,870e-3,5,150,,10.32e-9
1.196e3,C0,870e-3,6,-40,,9.345e-9
1.196e3,C1,870e-3,6,150,,9.349e-9
1.197e3,C0,870e-3,7,-40,,9.941e-9
1.197e3,C1,870e-3,7,150,,9.893e-9
1.198e3,C0,870e-3,8,-40,,eval err
1.198e3,C1,870e-3,8,150,,eval err
1.199e3,C0,870e-3,9,-40,,9.721e-9
1.199e3,C1,870e-3,9,150,,9.735e-9
1.2e3,C0,870e-3,10,-40,,10.01e-9
1.2e3,C1,870e-3,10,150,,10e-9
1.201e3,C0,870e-3,11,-40,,9.413e-9
1.201e3,C1,870e-3,11,150,,9.455e-9
1.202e3,C0,870e-3,12,-40,,10.17e-9
1.202e3,C1,870e-3,12,150,,10.16e-9
1.203e3,C0,870e-3,13,-40,,9.63e-9
1.203e3,C1,870e-3,13,150,,9.599e-9
1.204e3,C0,870e-3,14,-40,,9.858e-9
1.204e3,C1,870e-3,14,150,,9.838e-9
1.205e3,C0,870e-3,15,-40,,9.223e-9
1.205e3,C1,870e-3,15,150,,9.257e-9
1.206e3,C0,870e-3,16,-40,,9.421e-9
1.206e3,C1,870e-3,16,150,,9.398e-9
1.207e3,C0,870e-3,17,-40,,9.961e-9
1.207e3,C1,870e-3,17,150,,9.959e-9
1.208e3,C0,870e-3,18,-40,,9.672e-9
1.208e3,C1,870e-3,18,150,,9.696e-9
1.209e3,C0,870e-3,19,-40,,eval err
1.209e3,C1,870e-3,19,150,,eval err
1.21e3,C0,870e-3,20,-40,,9.117e-9
1.21e3,C1,870e-3,20,150,,9.148e-9
1.211e3,C0,870e-3,21,-40,,9.835e-9
1.211e3,C1,870e-3,21,150,,9.814e-9
1.212e3,C0,870e-3,22,-40,,9.542e-9
1.212e3,C1,870e-3,22,150,,9.624e-9
1.213e3,C0,870e-3,23,-40,,10.13e-9
1.213e3,C1,870e-3,23,150,,10.12e-9
1.214e3,C0,870e-3,24,-40,,9.896e-9
1.214e3,C1,870e-3,24,150,,9.919e-9
1.215e3,C0,870e-3,25,-40,,9.309e-9
1.215e3,C1,870e-3,25,150,,9.295e-9
1.216e3,C0,870e-3,26,-40,,10.22e-9
1.216e3,C1,870e-3,26,150,,10.26e-9
1.217e3,C0,870e-3,27,-40,,9.631e-9
1.217e3,C1,870e-3,27,150,,9.625e-9
1.218e3,C0,870e-3,28,-40,,10.08e-9
1.218e3,C1,870e-3,28,150,,10.02e-9
1.219e3,C0,870e-3,29,-40,,9.483e-9
1.219e3,C1,870e-3,29,150,,9.493e-9
1.22e3,C0,870e-3,30,-40,,8.715e-9
1.22e3,C1,870e-3,30,150,,8.749e-9
1.221e3,C0,870e-3,31,-40,,9.774e-9
1.221e3,C1,870e-3,31,150,,9.76e-9
1.222e3,C0,870e-3,32,-40,,eval err
1.222e3,C1,870e-3,32,150,,eval err
1.223e3,C0,870e-3,33,-40,,9.769e-9
1.223e3,C1,870e-3,33,150,,9.767e-9
1.224e3,C0,870e-3,34,-40,,10.05e-9
1.224e3,C1,870e-3,34,150,,10.02e-9
1.225e3,C0,870e-3,35,-40,,9.453e-9
1.225e3,C1,870e-3,35,150,,9.46e-9
1.226e3,C0,870e-3,36,-40,,10.18e-9
1.226e3,C1,870e-3,36,150,,10.23e-9
1.227e3,C0,870e-3,37,-40,,9.594e-9
1.227e3,C1,870e-3,37,150,,9.586e-9
1.228e3,C0,870e-3,38,-40,,9.869e-9
1.228e3,C1,870e-3,38,150,,9.872e-9
1.229e3,C0,870e-3,39,-40,,9.274e-9
1.229e3,C1,870e-3,39,150,,9.259e-9
1.23e3,C0,870e-3,40,-40,,9.527e-9
1.23e3,C1,870e-3,40,150,,9.562e-9
1.231e3,C0,870e-3,41,-40,,10.1e-9
1.231e3,C1,870e-3,41,150,,10.1e-9
