Point,Corner,i,mc_iteration,Pass/Fail,FREQ,/OUT,"(1 * average(IT(""/R0/PLUS"")))"
2.03E+03,monte carlo,1.33E-06,25,,2.31E+08,,7.40E-06
2.03E+03,monte carlo,1.33E-06,26,,2.15E+08,,9.60E-06
2.03E+03,monte carlo,1.33E-06,27,,2.31E+08,,7.59E-06
2.03E+03,monte carlo,1.33E-06,28,,2.32E+08,,7.29E-06
2.03E+03,monte carlo,1.33E-06,29,,2.33E+08,,7.83E-06
2.03E+03,monte carlo,1.33E-06,30,,2.14E+08,,8.16E-06
2.03E+03,monte carlo,1.33E-06,31,,2.32E+08,,7.77E-06
2.03E+03,monte carlo,1.33E-06,32,,2.21E+08,,8.51E-06
2.03E+03,monte carlo,1.33E-06,33,,2.41E+08,,7.98E-06
2.03E+03,monte carlo,1.33E-06,34,,2.37E+08,,7.55E-06
2.04E+03,monte carlo,1.33E-06,35,,2.21E+08,,7.89E-06
2.04E+03,monte carlo,1.33E-06,36,,2.21E+08,,9.44E-06
2.04E+03,monte carlo,1.33E-06,37,,2.24E+08,,7.46E-06
2.04E+03,monte carlo,1.33E-06,38,,2.25E+08,,8.14E-06
2.04E+03,monte carlo,1.33E-06,39,,2.24E+08,,7.78E-06
2.04E+03,monte carlo,1.33E-06,40,,2.24E+08,,8.75E-06
2.04E+03,monte carlo,1.33E-06,41,,2.26E+08,,8.31E-06
2.04E+03,monte carlo,1.33E-06,42,,2.26E+08,,8.04E-06
2.04E+03,monte carlo,1.33E-06,43,,2.23E+08,,7.70E-06
2.04E+03,monte carlo,1.33E-06,44,,2.21E+08,,8.28E-06
2.05E+03,monte carlo,1.33E-06,45,,2.38E+08,,7.84E-06
2.05E+03,monte carlo,1.33E-06,46,,2.36E+08,,7.18E-06
2.05E+03,monte carlo,1.33E-06,47,,2.21E+08,,7.86E-06
2.05E+03,monte carlo,1.33E-06,48,,2.33E+08,,8.12E-06
2.05E+03,monte carlo,1.33E-06,49,,2.15E+08,,8.97E-06
2.05E+03,monte carlo,1.33E-06,50,,2.25E+08,,8.21E-06
2.05E+03,monte carlo,1.33E-06,51,,2.39E+08,,7.20E-06
2.05E+03,monte carlo,1.33E-06,52,,2.29E+08,,8.26E-06
2.05E+03,monte carlo,1.33E-06,53,,2.27E+08,,6.86E-06
2.05E+03,monte carlo,1.33E-06,54,,2.34E+08,,7.25E-06
2.06E+03,monte carlo,1.33E-06,55,,2.21E+08,,8.71E-06
2.06E+03,monte carlo,1.33E-06,56,,2.31E+08,,8.20E-06
2.06E+03,monte carlo,1.33E-06,57,,2.10E+08,,9.10E-06
2.06E+03,monte carlo,1.33E-06,58,,2.37E+08,,7.31E-06
2.06E+03,monte carlo,1.33E-06,59,,2.23E+08,,8.39E-06
2.06E+03,monte carlo,1.33E-06,60,,2.35E+08,,8.19E-06
2.06E+03,monte carlo,1.33E-06,61,,2.18E+08,,8.67E-06
2.06E+03,monte carlo,1.33E-06,62,,2.27E+08,,8.21E-06
2.06E+03,monte carlo,1.33E-06,63,,2.19E+08,,7.33E-06
2.06E+03,monte carlo,1.33E-06,64,,2.22E+08,,8.92E-06
2.07E+03,monte carlo,1.33E-06,65,,2.28E+08,,8.15E-06
2.07E+03,monte carlo,1.33E-06,66,,2.19E+08,,8.85E-06
2.07E+03,monte carlo,1.33E-06,67,,2.33E+08,,7.51E-06
2.07E+03,monte carlo,1.33E-06,68,,2.19E+08,,9.28E-06
2.07E+03,monte carlo,1.33E-06,69,,2.34E+08,,7.56E-06
2.07E+03,monte carlo,1.33E-06,70,,2.24E+08,,7.09E-06
2.07E+03,monte carlo,1.33E-06,71,,2.27E+08,,8.06E-06
2.07E+03,monte carlo,1.33E-06,72,,2.21E+08,,8.76E-06
2.07E+03,monte carlo,1.33E-06,73,,2.37E+08,,7.64E-06
2.07E+03,monte carlo,1.33E-06,74,,2.31E+08,,7.74E-06
2.08E+03,monte carlo,1.33E-06,75,,2.28E+08,,7.92E-06
2.08E+03,monte carlo,1.33E-06,76,,2.33E+08,,8.12E-06
2.08E+03,monte carlo,1.33E-06,77,,2.29E+08,,7.94E-06
2.08E+03,monte carlo,1.33E-06,78,,2.22E+08,,8.66E-06
2.08E+03,monte carlo,1.33E-06,79,,2.35E+08,,7.44E-06
2.08E+03,monte carlo,1.33E-06,80,,2.22E+08,,7.80E-06
2.08E+03,monte carlo,1.33E-06,81,,2.38E+08,,7.18E-06
2.08E+03,monte carlo,1.33E-06,82,,2.39E+08,,7.44E-06
2.08E+03,monte carlo,1.33E-06,83,,2.24E+08,,9.08E-06
2.08E+03,monte carlo,1.33E-06,84,,2.22E+08,,8.05E-06
2.09E+03,monte carlo,1.33E-06,85,,2.20E+08,,8.20E-06
2.09E+03,monte carlo,1.33E-06,86,,2.23E+08,,8.08E-06
2.09E+03,monte carlo,1.33E-06,87,,2.37E+08,,7.44E-06
2.09E+03,monte carlo,1.33E-06,88,,2.20E+08,,8.03E-06
2.09E+03,monte carlo,1.33E-06,89,,2.21E+08,,8.09E-06
2.09E+03,monte carlo,1.33E-06,90,,2.23E+08,,8.14E-06
2.09E+03,monte carlo,1.33E-06,91,,2.38E+08,,7.46E-06
2.09E+03,monte carlo,1.33E-06,92,,2.23E+08,,7.96E-06
2.09E+03,monte carlo,1.33E-06,93,,2.20E+08,,9.40E-06
2.09E+03,monte carlo,1.33E-06,94,,2.38E+08,,7.43E-06
2.10E+03,monte carlo,1.33E-06,95,,2.22E+08,,7.55E-06
2.10E+03,monte carlo,1.33E-06,96,,2.31E+08,,7.66E-06
2.10E+03,monte carlo,1.33E-06,97,,2.13E+08,,8.39E-06
2.10E+03,monte carlo,1.33E-06,98,,2.32E+08,,8.12E-06
2.10E+03,monte carlo,1.33E-06,99,,2.32E+08,,6.81E-06
2.10E+03,monte carlo,1.33E-06,100,,2.28E+08,,7.76E-06
2.10E+03,monte carlo,1.33E-06,101,,2.28E+08,,7.44E-06
2.10E+03,monte carlo,1.33E-06,102,,2.29E+08,,8.07E-06
2.10E+03,monte carlo,1.33E-06,103,,2.28E+08,,8.27E-06
2.10E+03,monte carlo,1.33E-06,104,,2.29E+08,,7.68E-06
2.11E+03,monte carlo,1.33E-06,105,,2.31E+08,,7.44E-06
2.11E+03,monte carlo,1.33E-06,106,,2.31E+08,,8.04E-06
2.11E+03,monte carlo,1.33E-06,107,,2.34E+08,,8.12E-06
2.11E+03,monte carlo,1.33E-06,108,,2.33E+08,,7.53E-06
2.11E+03,monte carlo,1.33E-06,109,,2.17E+08,,8.21E-06
2.11E+03,monte carlo,1.33E-06,110,,2.36E+08,,8.37E-06
2.11E+03,monte carlo,1.33E-06,111,,2.16E+08,,9.24E-06
2.11E+03,monte carlo,1.33E-06,112,,2.31E+08,,8.27E-06
2.11E+03,monte carlo,1.33E-06,113,,2.30E+08,,7.43E-06
2.11E+03,monte carlo,1.33E-06,114,,2.17E+08,,9.08E-06
2.12E+03,monte carlo,1.33E-06,115,,2.23E+08,,8.49E-06
2.12E+03,monte carlo,1.33E-06,116,,2.33E+08,,7.25E-06
2.12E+03,monte carlo,1.33E-06,117,,2.13E+08,,8.67E-06
2.12E+03,monte carlo,1.33E-06,118,,2.26E+08,,8.54E-06
2.12E+03,monte carlo,1.33E-06,119,,2.24E+08,,7.21E-06
2.12E+03,monte carlo,1.33E-06,120,,2.33E+08,,7.00E-06
2.12E+03,monte carlo,1.33E-06,121,,2.36E+08,,7.91E-06
2.12E+03,monte carlo,1.33E-06,122,,2.26E+08,,8.45E-06
2.12E+03,monte carlo,1.33E-06,123,,2.27E+08,,8.18E-06
2.12E+03,monte carlo,1.33E-06,124,,2.32E+08,,8.34E-06
2.13E+03,monte carlo,1.33E-06,125,,2.29E+08,,7.19E-06
2.13E+03,monte carlo,1.33E-06,126,,2.20E+08,,8.61E-06
2.13E+03,monte carlo,1.33E-06,127,,2.22E+08,,8.35E-06
2.13E+03,monte carlo,1.33E-06,128,,2.30E+08,,8.14E-06
2.13E+03,monte carlo,1.33E-06,129,,2.28E+08,,7.24E-06
2.13E+03,monte carlo,1.33E-06,130,,2.29E+08,,7.02E-06
2.13E+03,monte carlo,1.33E-06,131,,2.30E+08,,8.25E-06
2.13E+03,monte carlo,1.33E-06,132,,2.16E+08,,8.95E-06
2.13E+03,monte carlo,1.33E-06,133,,2.33E+08,,8.02E-06
2.13E+03,monte carlo,1.33E-06,134,,2.14E+08,,8.81E-06
2.14E+03,monte carlo,1.33E-06,135,,2.31E+08,,7.22E-06
2.14E+03,monte carlo,1.33E-06,136,,2.13E+08,,9.40E-06
2.14E+03,monte carlo,1.33E-06,137,,2.34E+08,,8.03E-06
2.14E+03,monte carlo,1.33E-06,138,,2.16E+08,,8.60E-06
2.14E+03,monte carlo,1.33E-06,139,,2.32E+08,,7.36E-06
2.14E+03,monte carlo,1.33E-06,140,,2.32E+08,,8.33E-06
2.14E+03,monte carlo,1.33E-06,141,,2.31E+08,,8.35E-06
2.14E+03,monte carlo,1.33E-06,142,,2.28E+08,,7.11E-06
2.14E+03,monte carlo,1.33E-06,143,,2.30E+08,,8.23E-06
2.14E+03,monte carlo,1.33E-06,144,,2.26E+08,,7.91E-06
2.15E+03,monte carlo,1.33E-06,145,,2.26E+08,,8.32E-06
2.15E+03,monte carlo,1.33E-06,146,,2.38E+08,,7.51E-06
2.15E+03,monte carlo,1.33E-06,147,,2.34E+08,,7.36E-06
2.15E+03,monte carlo,1.33E-06,148,,2.23E+08,,8.49E-06
2.15E+03,monte carlo,1.33E-06,149,,2.19E+08,,8.79E-06
2.15E+03,monte carlo,1.33E-06,150,,2.31E+08,,7.70E-06
2.15E+03,monte carlo,1.33E-06,151,,2.30E+08,,7.85E-06
2.15E+03,monte carlo,1.33E-06,152,,2.21E+08,,9.22E-06
2.15E+03,monte carlo,1.33E-06,153,,2.35E+08,,6.89E-06
2.15E+03,monte carlo,1.33E-06,154,,2.29E+08,,7.83E-06
2.16E+03,monte carlo,1.33E-06,155,,2.28E+08,,7.98E-06
2.16E+03,monte carlo,1.33E-06,156,,2.25E+08,,8.14E-06
2.16E+03,monte carlo,1.33E-06,157,,2.23E+08,,8.61E-06
2.16E+03,monte carlo,1.33E-06,158,,2.34E+08,,7.86E-06
2.16E+03,monte carlo,1.33E-06,159,,2.32E+08,,7.47E-06
2.16E+03,monte carlo,1.33E-06,160,,2.27E+08,,7.81E-06
2.16E+03,monte carlo,1.33E-06,161,,2.27E+08,,7.60E-06
2.16E+03,monte carlo,1.33E-06,162,,2.35E+08,,7.66E-06
2.16E+03,monte carlo,1.33E-06,163,,2.18E+08,,8.25E-06
2.16E+03,monte carlo,1.33E-06,164,,2.34E+08,,7.51E-06
2.17E+03,monte carlo,1.33E-06,165,,2.20E+08,,8.96E-06
2.17E+03,monte carlo,1.33E-06,166,,2.27E+08,,7.80E-06
2.17E+03,monte carlo,1.33E-06,167,,2.27E+08,,9.11E-06
2.17E+03,monte carlo,1.33E-06,168,,2.35E+08,,7.64E-06
2.17E+03,monte carlo,1.33E-06,169,,2.18E+08,,7.71E-06
2.17E+03,monte carlo,1.33E-06,170,,2.27E+08,,7.81E-06
2.17E+03,monte carlo,1.33E-06,171,,2.25E+08,,7.50E-06
2.17E+03,monte carlo,1.33E-06,172,,2.27E+08,,8.03E-06
2.17E+03,monte carlo,1.33E-06,173,,2.28E+08,,7.89E-06
2.17E+03,monte carlo,1.33E-06,174,,2.35E+08,,7.71E-06
2.18E+03,monte carlo,1.33E-06,175,,2.18E+08,,8.49E-06
2.18E+03,monte carlo,1.33E-06,176,,2.36E+08,,6.85E-06
2.18E+03,monte carlo,1.33E-06,177,,2.25E+08,,8.13E-06
2.18E+03,monte carlo,1.33E-06,178,,2.25E+08,,8.73E-06
2.18E+03,monte carlo,1.33E-06,179,,2.23E+08,,7.74E-06
2.18E+03,monte carlo,1.33E-06,180,,2.26E+08,,8.72E-06
2.18E+03,monte carlo,1.33E-06,181,,2.40E+08,,7.26E-06
2.18E+03,monte carlo,1.33E-06,182,,2.22E+08,,8.59E-06
2.18E+03,monte carlo,1.33E-06,183,,2.24E+08,,8.00E-06
2.18E+03,monte carlo,1.33E-06,184,,2.24E+08,,8.88E-06
2.19E+03,monte carlo,1.33E-06,185,,2.37E+08,,7.41E-06
2.19E+03,monte carlo,1.33E-06,186,,2.14E+08,,9.20E-06
2.19E+03,monte carlo,1.33E-06,187,,2.22E+08,,8.01E-06
2.19E+03,monte carlo,1.33E-06,188,,2.38E+08,,7.71E-06
2.19E+03,monte carlo,1.33E-06,189,,2.23E+08,,8.23E-06
2.19E+03,monte carlo,1.33E-06,190,,2.23E+08,,9.12E-06
2.19E+03,monte carlo,1.33E-06,191,,2.19E+08,,7.72E-06
2.19E+03,monte carlo,1.33E-06,192,,2.23E+08,,7.08E-06
2.19E+03,monte carlo,1.33E-06,193,,2.27E+08,,8.26E-06
2.19E+03,monte carlo,1.33E-06,194,,2.27E+08,,8.10E-06
2.20E+03,monte carlo,1.33E-06,195,,2.25E+08,,8.73E-06
2.20E+03,monte carlo,1.33E-06,196,,2.23E+08,,8.31E-06
2.20E+03,monte carlo,1.33E-06,197,,2.35E+08,,7.00E-06
2.20E+03,monte carlo,1.33E-06,198,,2.43E+08,,8.01E-06
2.20E+03,monte carlo,1.33E-06,199,,2.22E+08,,8.45E-06
2.20E+03,monte carlo,1.33E-06,200,,2.21E+08,,8.59E-06
2.20E+03,monte carlo,1.46E-06,1,,2.59E+08,,8.37E-06
2.20E+03,monte carlo,1.46E-06,2,,2.50E+08,,8.30E-06
2.20E+03,monte carlo,1.46E-06,3,,2.51E+08,,9.38E-06
2.20E+03,monte carlo,1.46E-06,4,,2.50E+08,,8.20E-06
2.21E+03,monte carlo,1.46E-06,5,,2.51E+08,,9.17E-06
2.21E+03,monte carlo,1.46E-06,6,,2.38E+08,,8.90E-06
2.21E+03,monte carlo,1.46E-06,7,,2.54E+08,,7.31E-06
2.21E+03,monte carlo,1.46E-06,8,,2.49E+08,,8.09E-06
2.21E+03,monte carlo,1.46E-06,9,,2.51E+08,,8.96E-06
2.21E+03,monte carlo,1.46E-06,10,,2.61E+08,,8.50E-06
2.21E+03,monte carlo,1.46E-06,11,,2.37E+08,,9.32E-06
2.21E+03,monte carlo,1.46E-06,12,,2.41E+08,,8.72E-06
2.21E+03,monte carlo,1.46E-06,13,,2.60E+08,,8.38E-06
2.21E+03,monte carlo,1.46E-06,14,,2.50E+08,,8.14E-06
2.22E+03,monte carlo,1.46E-06,15,,2.52E+08,,9.41E-06
2.22E+03,monte carlo,1.46E-06,16,,2.54E+08,,8.24E-06
2.22E+03,monte carlo,1.46E-06,17,,2.54E+08,,8.66E-06
2.22E+03,monte carlo,1.46E-06,18,,2.32E+08,,9.04E-06
2.22E+03,monte carlo,1.46E-06,19,,2.54E+08,,8.47E-06
2.22E+03,monte carlo,1.46E-06,20,,2.54E+08,,8.26E-06
2.22E+03,monte carlo,1.46E-06,21,,2.52E+08,,8.14E-06
2.22E+03,monte carlo,1.46E-06,22,,2.28E+08,,1.15E-05
2.22E+03,monte carlo,1.46E-06,23,,2.54E+08,,8.49E-06
2.22E+03,monte carlo,1.46E-06,24,,2.63E+08,,9.15E-06
2.23E+03,monte carlo,1.46E-06,25,,2.54E+08,,7.98E-06
2.23E+03,monte carlo,1.46E-06,26,,2.38E+08,,1.02E-05
2.23E+03,monte carlo,1.46E-06,27,,2.54E+08,,8.18E-06
2.23E+03,monte carlo,1.46E-06,28,,2.55E+08,,7.87E-06
2.23E+03,monte carlo,1.46E-06,29,,2.56E+08,,8.43E-06
2.23E+03,monte carlo,1.46E-06,30,,2.37E+08,,8.74E-06
2.23E+03,monte carlo,1.46E-06,31,,2.55E+08,,8.35E-06
2.23E+03,monte carlo,1.46E-06,32,,2.43E+08,,9.11E-06
2.23E+03,monte carlo,1.46E-06,33,,2.65E+08,,8.61E-06
2.23E+03,monte carlo,1.46E-06,34,,2.60E+08,,8.14E-06
2.24E+03,monte carlo,1.46E-06,35,,2.44E+08,,8.49E-06
2.24E+03,monte carlo,1.46E-06,36,,2.44E+08,,1.01E-05
2.24E+03,monte carlo,1.46E-06,37,,2.47E+08,,8.04E-06
2.24E+03,monte carlo,1.46E-06,38,,2.48E+08,,8.74E-06
2.24E+03,monte carlo,1.46E-06,39,,2.47E+08,,8.36E-06
2.24E+03,monte carlo,1.46E-06,40,,2.47E+08,,9.36E-06
2.24E+03,monte carlo,1.46E-06,41,,2.49E+08,,8.91E-06
2.24E+03,monte carlo,1.46E-06,42,,2.49E+08,,8.64E-06
2.24E+03,monte carlo,1.46E-06,43,,2.45E+08,,8.28E-06
2.24E+03,monte carlo,1.46E-06,44,,2.44E+08,,8.87E-06
2.25E+03,monte carlo,1.46E-06,45,,2.62E+08,,8.45E-06
2.25E+03,monte carlo,1.46E-06,46,,2.58E+08,,7.76E-06
2.25E+03,monte carlo,1.46E-06,47,,2.44E+08,,8.45E-06
2.25E+03,monte carlo,1.46E-06,48,,2.56E+08,,8.73E-06
2.25E+03,monte carlo,1.46E-06,49,,2.38E+08,,9.57E-06
2.25E+03,monte carlo,1.46E-06,50,,2.48E+08,,8.81E-06
2.25E+03,monte carlo,1.46E-06,51,,2.62E+08,,7.78E-06
2.25E+03,monte carlo,1.46E-06,52,,2.53E+08,,8.86E-06
2.25E+03,monte carlo,1.46E-06,53,,2.49E+08,,7.42E-06
2.25E+03,monte carlo,1.46E-06,54,,2.57E+08,,7.83E-06
2.26E+03,monte carlo,1.46E-06,55,,2.45E+08,,9.32E-06
2.26E+03,monte carlo,1.46E-06,56,,2.55E+08,,8.81E-06
2.26E+03,monte carlo,1.46E-06,57,,2.32E+08,,9.70E-06
2.26E+03,monte carlo,1.46E-06,58,,2.60E+08,,7.90E-06
2.26E+03,monte carlo,1.46E-06,59,,2.46E+08,,9.00E-06
2.26E+03,monte carlo,1.46E-06,60,,2.58E+08,,8.79E-06
2.26E+03,monte carlo,1.46E-06,61,,2.41E+08,,9.27E-06
2.26E+03,monte carlo,1.46E-06,62,,2.50E+08,,8.81E-06
2.26E+03,monte carlo,1.46E-06,63,,2.41E+08,,7.89E-06
2.26E+03,monte carlo,1.46E-06,64,,2.45E+08,,9.52E-06
2.27E+03,monte carlo,1.46E-06,65,,2.51E+08,,8.75E-06
2.27E+03,monte carlo,1.46E-06,66,,2.42E+08,,9.45E-06
2.27E+03,monte carlo,1.46E-06,67,,2.56E+08,,8.10E-06
2.27E+03,monte carlo,1.46E-06,68,,2.42E+08,,9.88E-06
2.27E+03,monte carlo,1.46E-06,69,,2.57E+08,,8.15E-06
2.27E+03,monte carlo,1.46E-06,70,,2.46E+08,,7.66E-06
2.27E+03,monte carlo,1.46E-06,71,,2.50E+08,,8.66E-06
2.27E+03,monte carlo,1.46E-06,72,,2.44E+08,,9.37E-06
2.27E+03,monte carlo,1.46E-06,73,,2.60E+08,,8.24E-06
2.27E+03,monte carlo,1.46E-06,74,,2.54E+08,,8.33E-06
2.28E+03,monte carlo,1.46E-06,75,,2.51E+08,,8.51E-06
2.28E+03,monte carlo,1.46E-06,76,,2.56E+08,,8.72E-06
2.28E+03,monte carlo,1.46E-06,77,,2.52E+08,,8.53E-06
2.28E+03,monte carlo,1.46E-06,78,,2.44E+08,,9.27E-06
2.28E+03,monte carlo,1.46E-06,79,,2.58E+08,,8.03E-06
2.28E+03,monte carlo,1.46E-06,80,,2.45E+08,,8.38E-06
2.28E+03,monte carlo,1.46E-06,81,,2.60E+08,,7.76E-06
2.28E+03,monte carlo,1.46E-06,82,,2.62E+08,,8.03E-06
2.28E+03,monte carlo,1.46E-06,83,,2.47E+08,,9.69E-06
2.28E+03,monte carlo,1.46E-06,84,,2.45E+08,,8.64E-06
2.29E+03,monte carlo,1.46E-06,85,,2.43E+08,,8.79E-06
2.29E+03,monte carlo,1.46E-06,86,,2.46E+08,,8.68E-06
2.29E+03,monte carlo,1.46E-06,87,,2.60E+08,,8.03E-06
2.29E+03,monte carlo,1.46E-06,88,,2.42E+08,,8.62E-06
2.29E+03,monte carlo,1.46E-06,89,,2.44E+08,,8.68E-06
2.29E+03,monte carlo,1.46E-06,90,,2.46E+08,,8.73E-06
2.29E+03,monte carlo,1.46E-06,91,,2.61E+08,,8.05E-06
2.29E+03,monte carlo,1.46E-06,92,,2.46E+08,,8.55E-06
2.29E+03,monte carlo,1.46E-06,93,,2.43E+08,,1.00E-05
2.29E+03,monte carlo,1.46E-06,94,,2.60E+08,,8.01E-06
2.30E+03,monte carlo,1.46E-06,95,,2.45E+08,,8.13E-06
2.30E+03,monte carlo,1.46E-06,96,,2.54E+08,,8.24E-06
2.30E+03,monte carlo,1.46E-06,97,,2.36E+08,,8.98E-06
2.30E+03,monte carlo,1.46E-06,98,,2.56E+08,,8.72E-06
2.30E+03,monte carlo,1.46E-06,99,,2.54E+08,,7.38E-06
2.30E+03,monte carlo,1.46E-06,100,,2.51E+08,,8.35E-06
2.30E+03,monte carlo,1.46E-06,101,,2.50E+08,,8.03E-06
2.30E+03,monte carlo,1.46E-06,102,,2.52E+08,,8.67E-06
2.30E+03,monte carlo,1.46E-06,103,,2.51E+08,,8.88E-06
2.30E+03,monte carlo,1.46E-06,104,,2.52E+08,,8.26E-06
2.31E+03,monte carlo,1.46E-06,105,,2.54E+08,,8.03E-06
2.31E+03,monte carlo,1.46E-06,106,,2.54E+08,,8.63E-06
2.31E+03,monte carlo,1.46E-06,107,,2.57E+08,,8.72E-06
2.31E+03,monte carlo,1.46E-06,108,,2.56E+08,,8.12E-06
2.31E+03,monte carlo,1.46E-06,109,,2.40E+08,,8.79E-06
2.31E+03,monte carlo,1.46E-06,110,,2.59E+08,,8.99E-06
2.31E+03,monte carlo,1.46E-06,111,,2.39E+08,,9.85E-06
2.31E+03,monte carlo,1.46E-06,112,,2.55E+08,,8.88E-06
2.31E+03,monte carlo,1.46E-06,113,,2.52E+08,,8.01E-06
2.31E+03,monte carlo,1.46E-06,114,,2.40E+08,,9.69E-06
2.32E+03,monte carlo,1.46E-06,115,,2.46E+08,,9.09E-06
2.32E+03,monte carlo,1.46E-06,116,,2.56E+08,,7.82E-06
2.32E+03,monte carlo,1.46E-06,117,,2.36E+08,,9.26E-06
2.32E+03,monte carlo,1.46E-06,118,,2.49E+08,,9.15E-06
2.32E+03,monte carlo,1.46E-06,119,,2.47E+08,,7.78E-06
2.32E+03,monte carlo,1.46E-06,120,,2.55E+08,,7.57E-06
2.32E+03,monte carlo,1.46E-06,121,,2.59E+08,,8.52E-06
2.32E+03,monte carlo,1.46E-06,122,,2.50E+08,,9.05E-06
2.32E+03,monte carlo,1.46E-06,123,,2.50E+08,,8.78E-06
2.32E+03,monte carlo,1.46E-06,124,,2.55E+08,,8.96E-06
2.33E+03,monte carlo,1.46E-06,125,,2.51E+08,,7.76E-06
2.33E+03,monte carlo,1.46E-06,126,,2.43E+08,,9.21E-06
2.33E+03,monte carlo,1.46E-06,127,,2.44E+08,,8.94E-06
2.33E+03,monte carlo,1.46E-06,128,,2.53E+08,,8.74E-06
2.33E+03,monte carlo,1.46E-06,129,,2.50E+08,,7.82E-06
2.33E+03,monte carlo,1.46E-06,130,,2.51E+08,,7.59E-06
2.33E+03,monte carlo,1.46E-06,131,,2.54E+08,,8.86E-06
2.33E+03,monte carlo,1.46E-06,132,,2.38E+08,,9.55E-06
2.33E+03,monte carlo,1.46E-06,133,,2.57E+08,,8.62E-06
2.33E+03,monte carlo,1.46E-06,134,,2.37E+08,,9.40E-06
2.34E+03,monte carlo,1.46E-06,135,,2.54E+08,,7.80E-06
2.34E+03,monte carlo,1.46E-06,136,,2.35E+08,,1.00E-05
2.34E+03,monte carlo,1.46E-06,137,,2.57E+08,,8.63E-06
2.34E+03,monte carlo,1.46E-06,138,,2.39E+08,,9.20E-06
2.34E+03,monte carlo,1.46E-06,139,,2.55E+08,,7.94E-06
2.34E+03,monte carlo,1.46E-06,140,,2.55E+08,,8.94E-06
2.34E+03,monte carlo,1.46E-06,141,,2.54E+08,,8.95E-06
2.34E+03,monte carlo,1.46E-06,142,,2.50E+08,,7.68E-06
2.34E+03,monte carlo,1.46E-06,143,,2.53E+08,,8.83E-06
2.34E+03,monte carlo,1.46E-06,144,,2.49E+08,,8.51E-06
2.35E+03,monte carlo,1.46E-06,145,,2.49E+08,,8.92E-06
2.35E+03,monte carlo,1.46E-06,146,,2.62E+08,,8.10E-06
2.35E+03,monte carlo,1.46E-06,147,,2.57E+08,,7.95E-06
2.35E+03,monte carlo,1.46E-06,148,,2.46E+08,,9.09E-06
2.35E+03,monte carlo,1.46E-06,149,,2.42E+08,,9.39E-06
2.35E+03,monte carlo,1.46E-06,150,,2.54E+08,,8.30E-06
2.35E+03,monte carlo,1.46E-06,151,,2.54E+08,,8.45E-06
2.35E+03,monte carlo,1.46E-06,152,,2.44E+08,,9.84E-06
2.35E+03,monte carlo,1.46E-06,153,,2.56E+08,,7.46E-06
2.35E+03,monte carlo,1.46E-06,154,,2.52E+08,,8.43E-06
2.36E+03,monte carlo,1.46E-06,155,,2.51E+08,,8.58E-06
2.36E+03,monte carlo,1.46E-06,156,,2.48E+08,,8.73E-06
2.36E+03,monte carlo,1.46E-06,157,,2.46E+08,,9.22E-06
2.36E+03,monte carlo,1.46E-06,158,,2.57E+08,,8.46E-06
2.36E+03,monte carlo,1.46E-06,159,,2.55E+08,,8.05E-06
2.36E+03,monte carlo,1.46E-06,160,,2.50E+08,,8.40E-06
2.36E+03,monte carlo,1.46E-06,161,,2.50E+08,,8.18E-06
2.36E+03,monte carlo,1.46E-06,162,,2.58E+08,,8.26E-06
2.36E+03,monte carlo,1.46E-06,163,,2.41E+08,,8.84E-06
2.36E+03,monte carlo,1.46E-06,164,,2.57E+08,,8.10E-06
2.37E+03,monte carlo,1.46E-06,165,,2.43E+08,,9.56E-06
2.37E+03,monte carlo,1.46E-06,166,,2.50E+08,,8.39E-06
2.37E+03,monte carlo,1.46E-06,167,,2.50E+08,,9.73E-06
2.37E+03,monte carlo,1.46E-06,168,,2.58E+08,,8.23E-06
2.37E+03,monte carlo,1.46E-06,169,,2.41E+08,,8.29E-06
2.37E+03,monte carlo,1.46E-06,170,,2.50E+08,,8.40E-06
2.37E+03,monte carlo,1.46E-06,171,,2.48E+08,,8.07E-06
2.37E+03,monte carlo,1.46E-06,172,,2.50E+08,,8.63E-06
2.37E+03,monte carlo,1.46E-06,173,,2.51E+08,,8.48E-06
2.37E+03,monte carlo,1.46E-06,174,,2.58E+08,,8.31E-06
2.38E+03,monte carlo,1.46E-06,175,,2.40E+08,,9.08E-06
2.38E+03,monte carlo,1.46E-06,176,,2.58E+08,,7.43E-06
2.38E+03,monte carlo,1.46E-06,177,,2.48E+08,,8.73E-06
2.38E+03,monte carlo,1.46E-06,178,,2.48E+08,,9.34E-06
2.38E+03,monte carlo,1.46E-06,179,,2.46E+08,,8.32E-06
2.38E+03,monte carlo,1.46E-06,180,,2.49E+08,,9.33E-06
2.38E+03,monte carlo,1.46E-06,181,,2.63E+08,,7.85E-06
2.38E+03,monte carlo,1.46E-06,182,,2.45E+08,,9.19E-06
2.38E+03,monte carlo,1.46E-06,183,,2.47E+08,,8.59E-06
2.38E+03,monte carlo,1.46E-06,184,,2.47E+08,,9.49E-06
2.39E+03,monte carlo,1.46E-06,185,,2.60E+08,,8.00E-06
2.39E+03,monte carlo,1.46E-06,186,,2.37E+08,,9.80E-06
2.39E+03,monte carlo,1.46E-06,187,,2.45E+08,,8.59E-06
2.39E+03,monte carlo,1.46E-06,188,,2.61E+08,,8.31E-06
2.39E+03,monte carlo,1.46E-06,189,,2.46E+08,,8.82E-06
2.39E+03,monte carlo,1.46E-06,190,,2.46E+08,,9.74E-06
