Point,Corner,i,mc_iteration,Pass/Fail,FREQ,/OUT,"(1 * average(IT(""/R0/PLUS"")))"
3.64E+03,monte carlo,2.37E-06,43,,3.98E+08,,1.22E-05
3.64E+03,monte carlo,2.37E-06,44,,4.02E+08,,1.29E-05
3.65E+03,monte carlo,2.37E-06,45,,4.16E+08,,1.25E-05
3.65E+03,monte carlo,2.37E-06,46,,4.03E+08,,1.17E-05
3.65E+03,monte carlo,2.37E-06,47,,4.00E+08,,1.25E-05
3.65E+03,monte carlo,2.37E-06,48,,4.13E+08,,1.28E-05
3.65E+03,monte carlo,2.37E-06,49,,3.97E+08,,1.37E-05
3.65E+03,monte carlo,2.37E-06,50,,4.05E+08,,1.29E-05
3.65E+03,monte carlo,2.37E-06,51,,4.09E+08,,1.17E-05
3.65E+03,monte carlo,2.37E-06,52,,4.11E+08,,1.30E-05
3.65E+03,monte carlo,2.37E-06,53,,3.91E+08,,1.12E-05
3.65E+03,monte carlo,2.37E-06,54,,4.07E+08,,1.18E-05
3.66E+03,monte carlo,2.37E-06,55,,4.04E+08,,1.35E-05
3.66E+03,monte carlo,2.37E-06,56,,4.12E+08,,1.29E-05
3.66E+03,monte carlo,2.37E-06,57,,3.89E+08,,1.38E-05
3.66E+03,monte carlo,2.37E-06,58,,4.10E+08,,1.19E-05
3.66E+03,monte carlo,2.37E-06,59,,4.04E+08,,1.31E-05
3.66E+03,monte carlo,2.37E-06,60,,4.15E+08,,1.29E-05
3.66E+03,monte carlo,2.37E-06,61,,3.99E+08,,1.34E-05
3.66E+03,monte carlo,2.37E-06,62,,4.08E+08,,1.29E-05
3.66E+03,monte carlo,2.37E-06,63,,3.90E+08,,1.17E-05
3.66E+03,monte carlo,2.37E-06,64,,4.06E+08,,1.37E-05
3.67E+03,monte carlo,2.37E-06,65,,4.08E+08,,1.28E-05
3.67E+03,monte carlo,2.37E-06,66,,4.00E+08,,1.36E-05
3.67E+03,monte carlo,2.37E-06,67,,4.08E+08,,1.21E-05
3.67E+03,monte carlo,2.37E-06,68,,4.02E+08,,1.41E-05
3.67E+03,monte carlo,2.37E-06,69,,4.10E+08,,1.22E-05
3.67E+03,monte carlo,2.37E-06,70,,3.94E+08,,1.15E-05
3.67E+03,monte carlo,2.37E-06,71,,4.07E+08,,1.27E-05
3.67E+03,monte carlo,2.37E-06,72,,4.03E+08,,1.35E-05
3.67E+03,monte carlo,2.37E-06,73,,4.14E+08,,1.23E-05
3.67E+03,monte carlo,2.37E-06,74,,4.05E+08,,1.23E-05
3.68E+03,monte carlo,2.37E-06,75,,4.08E+08,,1.26E-05
3.68E+03,monte carlo,2.37E-06,76,,4.17E+08,,1.28E-05
3.68E+03,monte carlo,2.37E-06,77,,4.08E+08,,1.26E-05
3.68E+03,monte carlo,2.37E-06,78,,4.03E+08,,1.34E-05
3.68E+03,monte carlo,2.37E-06,79,,4.09E+08,,1.20E-05
3.68E+03,monte carlo,2.37E-06,80,,4.00E+08,,1.24E-05
3.68E+03,monte carlo,2.37E-06,81,,4.04E+08,,1.17E-05
3.68E+03,monte carlo,2.37E-06,82,,4.13E+08,,1.20E-05
3.68E+03,monte carlo,2.37E-06,83,,4.08E+08,,1.39E-05
3.68E+03,monte carlo,2.37E-06,84,,4.01E+08,,1.27E-05
3.69E+03,monte carlo,2.37E-06,85,,4.02E+08,,1.29E-05
3.69E+03,monte carlo,2.37E-06,86,,4.03E+08,,1.27E-05
3.69E+03,monte carlo,2.37E-06,87,,4.10E+08,,1.20E-05
3.69E+03,monte carlo,2.37E-06,88,,3.97E+08,,1.26E-05
3.69E+03,monte carlo,2.37E-06,89,,4.02E+08,,1.27E-05
3.69E+03,monte carlo,2.37E-06,90,,4.03E+08,,1.28E-05
3.69E+03,monte carlo,2.37E-06,91,,4.10E+08,,1.20E-05
3.69E+03,monte carlo,2.37E-06,92,,4.02E+08,,1.26E-05
3.69E+03,monte carlo,2.37E-06,93,,4.04E+08,,1.42E-05
3.69E+03,monte carlo,2.37E-06,94,,4.11E+08,,1.20E-05
3.70E+03,monte carlo,2.37E-06,95,,4.00E+08,,1.21E-05
3.70E+03,monte carlo,2.37E-06,96,,4.08E+08,,1.23E-05
3.70E+03,monte carlo,2.37E-06,97,,3.92E+08,,1.30E-05
3.70E+03,monte carlo,2.37E-06,98,,4.13E+08,,1.28E-05
3.70E+03,monte carlo,2.37E-06,99,,3.92E+08,,1.12E-05
3.70E+03,monte carlo,2.37E-06,100,,4.07E+08,,1.24E-05
3.70E+03,monte carlo,2.37E-06,101,,4.01E+08,,1.20E-05
3.70E+03,monte carlo,2.37E-06,102,,4.08E+08,,1.27E-05
3.70E+03,monte carlo,2.37E-06,103,,4.11E+08,,1.30E-05
3.70E+03,monte carlo,2.37E-06,104,,4.08E+08,,1.23E-05
3.71E+03,monte carlo,2.37E-06,105,,4.04E+08,,1.20E-05
3.71E+03,monte carlo,2.37E-06,106,,4.10E+08,,1.27E-05
3.71E+03,monte carlo,2.37E-06,107,,4.16E+08,,1.29E-05
3.71E+03,monte carlo,2.37E-06,108,,4.07E+08,,1.21E-05
3.71E+03,monte carlo,2.37E-06,109,,3.96E+08,,1.28E-05
3.71E+03,monte carlo,2.37E-06,110,,4.18E+08,,1.31E-05
3.71E+03,monte carlo,2.37E-06,111,,3.98E+08,,1.40E-05
3.71E+03,monte carlo,2.37E-06,112,,4.14E+08,,1.30E-05
3.71E+03,monte carlo,2.37E-06,113,,4.04E+08,,1.20E-05
3.71E+03,monte carlo,2.37E-06,114,,4.00E+08,,1.38E-05
3.72E+03,monte carlo,2.37E-06,115,,4.04E+08,,1.32E-05
3.72E+03,monte carlo,2.37E-06,116,,4.04E+08,,1.18E-05
3.72E+03,monte carlo,2.37E-06,117,,3.92E+08,,1.33E-05
3.72E+03,monte carlo,2.37E-06,118,,4.09E+08,,1.33E-05
3.72E+03,monte carlo,2.37E-06,119,,3.98E+08,,1.17E-05
3.72E+03,monte carlo,2.37E-06,120,,3.99E+08,,1.14E-05
3.72E+03,monte carlo,2.37E-06,121,,4.16E+08,,1.26E-05
3.72E+03,monte carlo,2.37E-06,122,,4.09E+08,,1.32E-05
3.72E+03,monte carlo,2.37E-06,123,,4.06E+08,,1.28E-05
3.72E+03,monte carlo,2.37E-06,124,,4.15E+08,,1.31E-05
3.73E+03,monte carlo,2.37E-06,125,,4.00E+08,,1.17E-05
3.73E+03,monte carlo,2.37E-06,126,,4.02E+08,,1.33E-05
3.73E+03,monte carlo,2.37E-06,127,,4.01E+08,,1.30E-05
3.73E+03,monte carlo,2.37E-06,128,,4.11E+08,,1.28E-05
3.73E+03,monte carlo,2.37E-06,129,,4.01E+08,,1.17E-05
3.73E+03,monte carlo,2.37E-06,130,,3.95E+08,,1.15E-05
3.73E+03,monte carlo,2.37E-06,131,,4.12E+08,,1.30E-05
3.73E+03,monte carlo,2.37E-06,132,,3.97E+08,,1.37E-05
3.73E+03,monte carlo,2.37E-06,133,,4.13E+08,,1.27E-05
3.73E+03,monte carlo,2.37E-06,134,,3.94E+08,,1.35E-05
3.74E+03,monte carlo,2.37E-06,135,,4.03E+08,,1.17E-05
3.74E+03,monte carlo,2.37E-06,136,,3.94E+08,,1.42E-05
3.74E+03,monte carlo,2.37E-06,137,,4.14E+08,,1.27E-05
3.74E+03,monte carlo,2.37E-06,138,,3.96E+08,,1.33E-05
3.74E+03,monte carlo,2.37E-06,139,,4.06E+08,,1.19E-05
3.74E+03,monte carlo,2.37E-06,140,,4.15E+08,,1.31E-05
3.74E+03,monte carlo,2.37E-06,141,,4.12E+08,,1.31E-05
3.74E+03,monte carlo,2.37E-06,142,,3.97E+08,,1.16E-05
3.74E+03,monte carlo,2.37E-06,143,,4.11E+08,,1.29E-05
3.74E+03,monte carlo,2.37E-06,144,,4.04E+08,,1.25E-05
3.75E+03,monte carlo,2.37E-06,145,,4.09E+08,,1.30E-05
3.75E+03,monte carlo,2.37E-06,146,,4.16E+08,,1.21E-05
3.75E+03,monte carlo,2.37E-06,147,,4.06E+08,,1.19E-05
3.75E+03,monte carlo,2.37E-06,148,,4.03E+08,,1.32E-05
3.75E+03,monte carlo,2.37E-06,149,,4.01E+08,,1.35E-05
3.75E+03,monte carlo,2.37E-06,150,,4.07E+08,,1.23E-05
3.75E+03,monte carlo,2.37E-06,151,,4.11E+08,,1.25E-05
3.75E+03,monte carlo,2.37E-06,152,,4.03E+08,,1.40E-05
3.75E+03,monte carlo,2.37E-06,153,,3.95E+08,,1.13E-05
3.75E+03,monte carlo,2.37E-06,154,,4.06E+08,,1.24E-05
3.76E+03,monte carlo,2.37E-06,155,,4.09E+08,,1.26E-05
3.76E+03,monte carlo,2.37E-06,156,,4.04E+08,,1.28E-05
3.76E+03,monte carlo,2.37E-06,157,,4.06E+08,,1.34E-05
3.76E+03,monte carlo,2.37E-06,158,,4.15E+08,,1.26E-05
3.76E+03,monte carlo,2.37E-06,159,,4.05E+08,,1.20E-05
3.76E+03,monte carlo,2.37E-06,160,,4.05E+08,,1.24E-05
3.76E+03,monte carlo,2.37E-06,161,,4.01E+08,,1.21E-05
3.76E+03,monte carlo,2.37E-06,162,,4.11E+08,,1.23E-05
3.76E+03,monte carlo,2.37E-06,163,,3.99E+08,,1.29E-05
3.76E+03,monte carlo,2.37E-06,164,,4.09E+08,,1.21E-05
3.77E+03,monte carlo,2.37E-06,165,,4.02E+08,,1.37E-05
3.77E+03,monte carlo,2.37E-06,166,,4.06E+08,,1.24E-05
3.77E+03,monte carlo,2.37E-06,167,,4.12E+08,,1.40E-05
3.77E+03,monte carlo,2.37E-06,168,,4.11E+08,,1.23E-05
3.77E+03,monte carlo,2.37E-06,169,,3.96E+08,,1.23E-05
3.77E+03,monte carlo,2.37E-06,170,,4.06E+08,,1.24E-05
3.77E+03,monte carlo,2.37E-06,171,,3.97E+08,,1.20E-05
3.77E+03,monte carlo,2.37E-06,172,,4.08E+08,,1.27E-05
3.77E+03,monte carlo,2.37E-06,173,,4.05E+08,,1.25E-05
3.77E+03,monte carlo,2.37E-06,174,,4.13E+08,,1.24E-05
3.78E+03,monte carlo,2.37E-06,175,,3.99E+08,,1.32E-05
3.78E+03,monte carlo,2.37E-06,176,,4.00E+08,,1.13E-05
3.78E+03,monte carlo,2.37E-06,177,,4.05E+08,,1.28E-05
3.78E+03,monte carlo,2.37E-06,178,,4.08E+08,,1.35E-05
3.78E+03,monte carlo,2.37E-06,179,,4.00E+08,,1.23E-05
3.78E+03,monte carlo,2.37E-06,180,,4.08E+08,,1.35E-05
3.78E+03,monte carlo,2.37E-06,181,,4.11E+08,,1.18E-05
3.78E+03,monte carlo,2.37E-06,182,,4.05E+08,,1.33E-05
3.78E+03,monte carlo,2.37E-06,183,,4.03E+08,,1.26E-05
3.78E+03,monte carlo,2.37E-06,184,,4.07E+08,,1.37E-05
3.79E+03,monte carlo,2.37E-06,185,,4.11E+08,,1.20E-05
3.79E+03,monte carlo,2.37E-06,186,,3.96E+08,,1.40E-05
3.79E+03,monte carlo,2.37E-06,187,,4.00E+08,,1.26E-05
3.79E+03,monte carlo,2.37E-06,188,,4.13E+08,,1.23E-05
3.79E+03,monte carlo,2.37E-06,189,,4.03E+08,,1.29E-05
3.79E+03,monte carlo,2.37E-06,190,,4.07E+08,,1.40E-05
3.79E+03,monte carlo,2.37E-06,191,,3.95E+08,,1.22E-05
3.79E+03,monte carlo,2.37E-06,192,,3.94E+08,,1.15E-05
3.79E+03,monte carlo,2.37E-06,193,,4.08E+08,,1.30E-05
3.79E+03,monte carlo,2.37E-06,194,,4.06E+08,,1.27E-05
3.80E+03,monte carlo,2.37E-06,195,,4.09E+08,,1.35E-05
3.80E+03,monte carlo,2.37E-06,196,,4.04E+08,,1.30E-05
3.80E+03,monte carlo,2.37E-06,197,,4.01E+08,,1.15E-05
3.80E+03,monte carlo,2.37E-06,198,,4.23E+08,,1.28E-05
3.80E+03,monte carlo,2.37E-06,199,,4.04E+08,,1.31E-05
3.80E+03,monte carlo,2.37E-06,200,,4.03E+08,,1.33E-05
3.80E+03,monte carlo,2.50E-06,1,,4.33E+08,,1.30E-05
3.80E+03,monte carlo,2.50E-06,2,,4.26E+08,,1.29E-05
3.80E+03,monte carlo,2.50E-06,3,,4.34E+08,,1.42E-05
3.80E+03,monte carlo,2.50E-06,4,,4.24E+08,,1.27E-05
3.81E+03,monte carlo,2.50E-06,5,,4.33E+08,,1.39E-05
3.81E+03,monte carlo,2.50E-06,6,,4.15E+08,,1.35E-05
3.81E+03,monte carlo,2.50E-06,7,,4.13E+08,,1.16E-05
3.81E+03,monte carlo,2.50E-06,8,,4.22E+08,,1.26E-05
3.81E+03,monte carlo,2.50E-06,9,,4.31E+08,,1.36E-05
3.81E+03,monte carlo,2.50E-06,10,,4.39E+08,,1.32E-05
3.81E+03,monte carlo,2.50E-06,11,,4.18E+08,,1.40E-05
3.81E+03,monte carlo,2.50E-06,12,,4.18E+08,,1.33E-05
3.81E+03,monte carlo,2.50E-06,13,,4.32E+08,,1.30E-05
3.81E+03,monte carlo,2.50E-06,14,,4.23E+08,,1.27E-05
3.82E+03,monte carlo,2.50E-06,15,,4.36E+08,,1.42E-05
3.82E+03,monte carlo,2.50E-06,16,,4.26E+08,,1.28E-05
3.82E+03,monte carlo,2.50E-06,17,,4.34E+08,,1.33E-05
3.82E+03,monte carlo,2.50E-06,18,,4.10E+08,,1.36E-05
3.82E+03,monte carlo,2.50E-06,19,,4.30E+08,,1.31E-05
3.82E+03,monte carlo,2.50E-06,20,,4.33E+08,,1.28E-05
3.82E+03,monte carlo,2.50E-06,21,,4.25E+08,,1.27E-05
3.82E+03,monte carlo,2.50E-06,22,,4.06E+08,,1.64E-05
3.82E+03,monte carlo,2.50E-06,23,,4.32E+08,,1.31E-05
3.82E+03,monte carlo,2.50E-06,24,,4.46E+08,,1.39E-05
3.83E+03,monte carlo,2.50E-06,25,,4.25E+08,,1.25E-05
3.83E+03,monte carlo,2.50E-06,26,,4.20E+08,,1.50E-05
3.83E+03,monte carlo,2.50E-06,27,,4.29E+08,,1.28E-05
3.83E+03,monte carlo,2.50E-06,28,,4.22E+08,,1.23E-05
3.83E+03,monte carlo,2.50E-06,29,,4.34E+08,,1.31E-05
3.83E+03,monte carlo,2.50E-06,30,,4.15E+08,,1.33E-05
3.83E+03,monte carlo,2.50E-06,31,,4.31E+08,,1.30E-05
3.83E+03,monte carlo,2.50E-06,32,,4.24E+08,,1.38E-05
3.83E+03,monte carlo,2.50E-06,33,,4.42E+08,,1.33E-05
3.83E+03,monte carlo,2.50E-06,34,,4.31E+08,,1.27E-05
3.84E+03,monte carlo,2.50E-06,35,,4.21E+08,,1.30E-05
3.84E+03,monte carlo,2.50E-06,36,,4.29E+08,,1.49E-05
3.84E+03,monte carlo,2.50E-06,37,,4.22E+08,,1.25E-05
3.84E+03,monte carlo,2.50E-06,38,,4.28E+08,,1.34E-05
3.84E+03,monte carlo,2.50E-06,39,,4.21E+08,,1.29E-05
3.84E+03,monte carlo,2.50E-06,40,,4.30E+08,,1.41E-05
3.84E+03,monte carlo,2.50E-06,41,,4.28E+08,,1.36E-05
3.84E+03,monte carlo,2.50E-06,42,,4.28E+08,,1.33E-05
3.84E+03,monte carlo,2.50E-06,43,,4.19E+08,,1.28E-05
3.84E+03,monte carlo,2.50E-06,44,,4.24E+08,,1.35E-05
3.85E+03,monte carlo,2.50E-06,45,,4.37E+08,,1.31E-05
3.85E+03,monte carlo,2.50E-06,46,,4.23E+08,,1.22E-05
3.85E+03,monte carlo,2.50E-06,47,,4.21E+08,,1.30E-05
3.85E+03,monte carlo,2.50E-06,48,,4.34E+08,,1.34E-05
3.85E+03,monte carlo,2.50E-06,49,,4.19E+08,,1.43E-05
3.85E+03,monte carlo,2.50E-06,50,,4.27E+08,,1.34E-05
3.85E+03,monte carlo,2.50E-06,51,,4.28E+08,,1.23E-05
3.85E+03,monte carlo,2.50E-06,52,,4.32E+08,,1.35E-05
3.85E+03,monte carlo,2.50E-06,53,,4.10E+08,,1.18E-05
3.85E+03,monte carlo,2.50E-06,54,,4.27E+08,,1.23E-05
3.86E+03,monte carlo,2.50E-06,55,,4.26E+08,,1.40E-05
3.86E+03,monte carlo,2.50E-06,56,,4.34E+08,,1.35E-05
3.86E+03,monte carlo,2.50E-06,57,,4.12E+08,,1.44E-05
